year,farm,block,Treatment,pollenMix,No.visits,initial,final
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,for,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL,na,0,0
2018,savio,bir,HP,PL_mix,na,0,0
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,0
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,0,0
2018,savio,bir,HP,PL_mix,na,0,0
2018,savio,bir,HP,PL_mix,na,1,0
2018,savio,bir,HP,PL_mix,na,1,0
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,0,1
2018,savio,bir,HP,PL_mix,na,0,0
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,1,1
2018,savio,bir,HP,PL_mix,na,0,0
2017,aeroview,hb2,O,na,na,0,1
2017,aeroview,hb2,O,na,na,1,1
2017,aeroview,hb2,O,na,na,1,1
2017,aeroview,hb2,O,na,na,1,1
2017,aeroview,hb2,O,na,na,1,1
2017,aeroview,hb2,O,na,na,1,0
2017,aeroview,hb2,O,na,na,1,0
2017,aeroview,hb2,O,na,na,1,0
2017,aeroview,hb2,O,na,na,1,0
2017,aeroview,hb2,O,na,na,0,0
2017,aeroview,hb2,O,na,na,1,0
2017,aeroview,hb2,O,na,na,0,0
2017,aeroview,hb2,O,na,na,0,0
2017,aeroview,hb2,O,na,na,0,0
2017,aeroview,hb2,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,acr,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,1,1
2017,ausfarm,Bert,O,na,na,1,1
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,ausfarm,Bert,O,na,na,0,0
2017,fastfruit,pit,O,na,na,0,1
2017,fastfruit,pit,O,na,na,1,0
2017,fastfruit,pit,O,na,na,1,0
2017,fastfruit,pit,O,na,na,0,0
2017,fastfruit,pit,O,na,na,0,0
2017,fastfruit,pit,O,na,na,0,0
2017,fastfruit,pit,O,na,na,0,0
2017,Nicoletti,23,O,na,na,1,1
2017,Nicoletti,23,O,na,na,1,1
2017,Nicoletti,23,O,na,na,0,1
2017,Nicoletti,23,O,na,na,0,0
2017,Nicoletti,23,O,na,na,1,0
2017,Nicoletti,23,O,na,na,1,0
2017,Nicoletti,23,O,na,na,0,0
2017,Nicoletti,23,O,na,na,0,0
2017,Nicoletti,23,O,na,na,0,0
2017,savio,bir,O,na,na,0,1
2017,savio,bir,O,na,na,1,1
2017,savio,bir,O,na,na,0,1
2017,savio,bir,O,na,na,0,1
2017,savio,bir,O,na,na,1,1
2017,savio,bir,O,na,na,1,1
2017,savio,bir,O,na,na,1,1
2017,savio,bir,O,na,na,1,1
2017,savio,bir,O,na,na,1,0
2017,savio,bir,O,na,na,1,0
2017,savio,bir,O,na,na,1,0
2017,savio,bir,O,na,na,0,0
2017,savio,bir,O,na,na,0,0
2018,savio,for,O,na,na,1,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,0,0
2018,aeroview,hb2,O,na,na,1,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,1,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,1,1
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,1,1
2018,aeroview,hb2,O,na,na,1,1
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,1,1
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,0,0
2018,aeroview,hb2,O,na,na,1,1
2018,aeroview,hb2,O,na,na,1,0
2018,aeroview,hb2,O,na,na,0,0
2018,savio,bir,O,na,na,1,1
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,1,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,1,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,1,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,1,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,savio,bir,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,1,1
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,1,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,1,1
2018,ausfarm,v1,O,na,na,1,1
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,1,1
2018,ausfarm,v1,O,na,na,0,0
2018,ausfarm,v1,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,1,1
2018,fastfruit,pit,O,na,na,1,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,fastfruit,pit,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,0,1
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,1,1
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,1,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,rizzatto,cos,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,1,1
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,1,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,ausfarm,acr,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,1,1
2018,savio,for,O,na,na,0,0
2018,savio,for,O,na,na,0,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,1,1
2018,ausfarm,bri,O,na,na,1,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,1,1
2018,ausfarm,bri,O,na,na,1,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,0,0
2018,ausfarm,bri,O,na,na,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,1,0,0
2018,fastfruit,pit,V,na,2,0,0
2018,fastfruit,pit,V,na,3,0,0
2018,savio,bir,V,na,3,0,0
2018,savio,bir,V,na,5,0,0
2018,savio,bir,V,na,5,0,0
2018,savio,bir,V,na,6,0,0
2018,savio,bir,V,na,9,0,0
2018,savio,bir,V,na,5,0,0
2018,savio,bir,V,na,8,0,0
2018,savio,bir,V,na,10,0,0
2018,savio,bir,V,na,4,0,0
2018,savio,bir,V,na,10,0,0
2018,savio,bir,V,na,1,0,0
2018,savio,bir,V,na,4,0,0
2018,savio,bir,V,na,4,0,0
2018,savio,bir,V,na,6,0,0
2018,savio,bir,V,na,3,0,0
2018,savio,bir,V,na,6,0,0
2018,savio,bir,V,na,4,0,0
2018,savio,bir,V,na,2,0,0
2018,savio,bir,V,na,1,0,0
2018,savio,bir,V,na,1,0,0
2018,ausfarm,v1,V,na,10,0,0
2018,ausfarm,v1,V,na,10,0,0
2018,ausfarm,v1,V,na,8,0,0
2018,ausfarm,v1,V,na,6,0,0
2018,ausfarm,v1,V,na,3,0,0
2018,ausfarm,v1,V,na,2,0,0
2018,ausfarm,v1,V,na,3,0,0
2018,ausfarm,v1,V,na,4,0,0
2018,ausfarm,v1,V,na,10,1,1
2018,ausfarm,v1,V,na,3,0,0
2018,ausfarm,v1,V,na,4,0,0
2018,ausfarm,v1,V,na,3,1,1
2018,ausfarm,v1,V,na,10,1,1
2018,ausfarm,bri,V,na,7,0,0
2018,ausfarm,bri,V,na,15,1,1
2018,ausfarm,bri,V,na,5,1,1
2018,ausfarm,bri,V,na,4,0,0
2018,ausfarm,bri,V,na,8,0,0
2018,ausfarm,bri,V,na,6,0,0
2018,ausfarm,bri,V,na,9,1,1
2018,ausfarm,bri,V,na,13,1,1
2018,ausfarm,bri,V,na,5,0,0
2018,ausfarm,bri,V,na,6,0,0
2018,ausfarm,bri,V,na,6,0,0
2018,ausfarm,bri,V,na,9,1,1
2018,ausfarm,bri,V,na,17,0,0
2018,ausfarm,bri,V,na,12,0,0
2018,aeroview,hb2,V,na,1,0,0
2018,aeroview,hb2,V,na,1,0,0
2018,aeroview,hb2,V,na,1,0,0
2018,aeroview,hb2,V,na,3,0,0
2018,aeroview,hb2,V,na,1,0,0
2018,aeroview,hb2,V,na,1,0,0
2018,aeroview,hb2,V,na,7,0,0
2018,aeroview,hb2,V,na,3,0,0
2018,aeroview,hb2,V,na,2,0,0
2018,aeroview,hb2,V,na,5,0,0
2018,aeroview,hb2,V,na,3,0,0
2018,aeroview,hb2,V,na,4,0,0
2018,ausfarm,v1,V,na,1,0,0
2018,ausfarm,v1,V,na,9,0,0
2018,ausfarm,v1,V,na,2,0,0
2018,ausfarm,v1,V,na,6,0,0
2018,ausfarm,v1,V,na,2,0,0
2018,ausfarm,v1,V,na,4,0,0
2018,ausfarm,v1,V,na,5,0,0
2018,ausfarm,v1,V,na,11,0,0
2018,ausfarm,v1,V,na,7,0,0
2018,ausfarm,v1,V,na,10,0,0
2018,ausfarm,v1,V,na,7,0,0
2018,ausfarm,v1,V,na,10,0,0
2018,ausfarm,acr,V,na,5,1,0
2018,ausfarm,acr,V,na,2,0,0
2018,ausfarm,acr,V,na,4,0,0
2018,ausfarm,acr,V,na,10,1,1
2018,ausfarm,acr,V,na,5,0,0
2018,ausfarm,acr,V,na,6,0,0
2018,ausfarm,acr,V,na,6,0,0
2018,ausfarm,acr,V,na,9,0,0
2018,ausfarm,acr,V,na,2,0,0
2018,ausfarm,acr,V,na,4,0,0
2018,ausfarm,acr,V,na,1,0,0
2018,ausfarm,acr,V,na,2,0,0
2018,ausfarm,acr,V,na,2,1,1
2018,ausfarm,v1,V,na,10,1,1
2018,ausfarm,v1,V,na,8,0,0
2018,ausfarm,v1,V,na,7,0,0
2018,ausfarm,v1,V,na,4,0,0
2018,ausfarm,v1,V,na,3,0,0
2018,ausfarm,v1,V,na,7,0,0
2018,ausfarm,v1,V,na,10,0,0
2018,ausfarm,v1,V,na,10,1,1
2018,ausfarm,v1,V,na,6,0,0
2018,ausfarm,acr,V,na,2,0,0
2018,ausfarm,acr,V,na,2,0,0
2018,ausfarm,acr,V,na,2,0,0
2018,ausfarm,acr,V,na,10,1,0
2018,ausfarm,acr,V,na,5,0,0
2018,ausfarm,acr,V,na,5,0,0
2018,ausfarm,acr,V,na,1,0,0
2018,savio,for,V,na,8,0,0
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,5,0,0
2018,savio,for,V,na,2,0,0
2018,savio,for,V,na,3,0,0
2018,savio,for,V,na,10,0,0
2018,rizzatto,cos,V,na,10,0,0
2018,rizzatto,cos,V,na,4,1,1
2018,rizzatto,cos,V,na,9,1,1
2018,rizzatto,cos,V,na,10,0,0
2018,rizzatto,cos,V,na,5,0,0
2018,rizzatto,cos,V,na,2,0,0
2018,savio,for,V,na,9,1,1
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,9,0,0
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,5,0,0
2018,savio,for,V,na,9,1,1
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,10,1,1
2018,savio,for,V,na,4,0,0
2018,savio,for,V,na,4,0,0
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,5,0,0
2018,rizzatto,cos,V,na,6,0,0
2018,rizzatto,cos,V,na,5,0,0
2018,rizzatto,cos,V,na,2,0,0
2018,rizzatto,cos,V,na,10,0,0
2018,rizzatto,cos,V,na,3,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,rizzatto,cos,V,na,1,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,rizzatto,cos,V,na,2,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,rizzatto,cos,V,na,7,0,0
2018,rizzatto,cos,V,na,5,0,0
2018,rizzatto,cos,V,na,1,0,0
2018,rizzatto,cos,V,na,5,0,0
2018,rizzatto,cos,V,na,1,0,0
2018,rizzatto,cos,V,na,8,1,1
2018,rizzatto,cos,V,na,7,0,0
2018,rizzatto,cos,V,na,10,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,rizzatto,cos,V,na,5,0,0
2018,rizzatto,cos,V,na,3,0,0
2018,rizzatto,cos,V,na,1,0,0
2018,rizzatto,cos,V,na,2,0,0
2018,ausfarm,v1,V,na,10,0,0
2018,ausfarm,v1,V,na,8,0,0
2018,savio,for,V,na,7,0,0
2018,savio,for,V,na,11,0,0
2018,savio,for,V,na,2,0,0
2018,savio,for,V,na,3,0,0
2018,savio,for,V,na,4,0,0
2018,savio,for,V,na,1,0,0
2018,savio,for,V,na,2,0,0
2018,savio,for,V,na,10,0,0
2018,savio,for,V,na,4,0,0
2018,rizzatto,cos,V,na,2,0,0
2018,rizzatto,cos,V,na,5,0,0
2018,rizzatto,cos,V,na,3,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,savio,for,V,na,5,0,0
2018,savio,for,V,na,3,0,0
2018,savio,for,V,na,2,0,0
2018,savio,for,V,na,2,0,0
2018,savio,for,V,na,5,0,0
2018,savio,for,V,na,1,0,0
2018,rizzatto,cos,V,na,3,0,0
2018,rizzatto,cos,V,na,4,0,0
2018,rizzatto,cos,V,na,3,0,0
2018,rizzatto,cos,V,na,1,0,0
2018,rizzatto,cos,V,na,3,0,0
2018,rizzatto,cos,V,na,2,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Nicoletti,23,V,na,2,0,0
2017,Nicoletti,23,V,na,2,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,4,0,0
2017,Savio,for,V,na,4,0,0
2017,Savio,for,V,na,4,0,0
2017,Savio,for,V,na,4,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Savio,for,V,na,1,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,1,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,1,0,0
2017,Savio,for,V,na,1,0,0
2017,Nicoletti,23,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Savio,bir,V,na,1,0,0
2017,Ausfarm,T1,V,na,3,0,0
2017,Ausfarm,T1,V,na,3,0,0
2017,Ausfarm,T1,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,5,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,7,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Nicoletti,23,V,na,10,1,0
2017,Nicoletti,23,V,na,10,1,0
2017,Nicoletti,23,V,na,10,1,0
2017,Nicoletti,23,V,na,10,1,0
2017,Nicoletti,23,V,na,10,1,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Nicoletti,23,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,3,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
2017,Savio,for,V,na,5,0,0
